StartSecond,EndSecond,ScientificName,Species,Probability,File,birdcode
1,4,Sturnella neglecta,Western Meadowlark,0.5014,s2lam050_190329_2019-03-31_09-30.wav,WEME
10,13,Sturnella neglecta,Western Meadowlark,0.2268,s2lam050_190329_2019-03-31_09-30.wav,WEME
11,14,Sturnella neglecta,Western Meadowlark,0.357,s2lam050_190329_2019-03-31_09-30.wav,WEME
12,15,Sturnella neglecta,Western Meadowlark,0.2756,s2lam050_190329_2019-03-31_09-30.wav,WEME
13,16,Sturnella neglecta,Western Meadowlark,0.2035,s2lam050_190329_2019-03-31_09-30.wav,WEME
16,19,Catharus guttatus,Hermit Thrush,0.5701,s2lam050_190329_2019-03-31_09-30.wav,HETH
17,20,Sturnella neglecta,Western Meadowlark,0.1754,s2lam050_190329_2019-03-31_09-30.wav,WEME
18,21,Sturnella neglecta,Western Meadowlark,0.3109,s2lam050_190329_2019-03-31_09-30.wav,WEME
19,22,Sturnella neglecta,Western Meadowlark,0.2871,s2lam050_190329_2019-03-31_09-30.wav,WEME
2,5,Sturnella neglecta,Western Meadowlark,0.6937,s2lam050_190329_2019-03-31_09-30.wav,WEME
20,23,Sturnella neglecta,Western Meadowlark,0.7268,s2lam050_190329_2019-03-31_09-30.wav,WEME
21,24,Sturnella neglecta,Western Meadowlark,0.1598,s2lam050_190329_2019-03-31_09-30.wav,WEME
22,25,Sturnella neglecta,Western Meadowlark,0.1445,s2lam050_190329_2019-03-31_09-30.wav,WEME
23,26,Sturnella neglecta,Western Meadowlark,0.4269,s2lam050_190329_2019-03-31_09-30.wav,WEME
26,29,Sturnella neglecta,Western Meadowlark,0.427,s2lam050_190329_2019-03-31_09-30.wav,WEME
27,30,Sturnella neglecta,Western Meadowlark,0.6046,s2lam050_190329_2019-03-31_09-30.wav,WEME
28,31,Sturnella neglecta,Western Meadowlark,0.4214,s2lam050_190329_2019-03-31_09-30.wav,WEME
29,32,Sturnella neglecta,Western Meadowlark,0.4016,s2lam050_190329_2019-03-31_09-30.wav,WEME
3,6,Sturnella neglecta,Western Meadowlark,0.5675,s2lam050_190329_2019-03-31_09-30.wav,WEME
32,35,Sturnella neglecta,Western Meadowlark,0.1128,s2lam050_190329_2019-03-31_09-30.wav,WEME
33,36,Sturnella neglecta,Western Meadowlark,0.1111,s2lam050_190329_2019-03-31_09-30.wav,WEME
34,37,Sturnella neglecta,Western Meadowlark,0.5245,s2lam050_190329_2019-03-31_09-30.wav,WEME
35,38,Sturnella neglecta,Western Meadowlark,0.4948,s2lam050_190329_2019-03-31_09-30.wav,WEME
36,39,Sturnella neglecta,Western Meadowlark,0.4364,s2lam050_190329_2019-03-31_09-30.wav,WEME
37,40,Sturnella neglecta,Western Meadowlark,0.5622,s2lam050_190329_2019-03-31_09-30.wav,WEME
38,41,Sturnella neglecta,Western Meadowlark,0.5432,s2lam050_190329_2019-03-31_09-30.wav,WEME
39,42,Sturnella neglecta,Western Meadowlark,0.7273,s2lam050_190329_2019-03-31_09-30.wav,WEME
4,7,Sturnella neglecta,Western Meadowlark,0.3522,s2lam050_190329_2019-03-31_09-30.wav,WEME
40,43,Sturnella neglecta,Western Meadowlark,0.4083,s2lam050_190329_2019-03-31_09-30.wav,WEME
41,44,Sturnella neglecta,Western Meadowlark,0.18,s2lam050_190329_2019-03-31_09-30.wav,WEME
45,48,Sturnella neglecta,Western Meadowlark,0.1808,s2lam050_190329_2019-03-31_09-30.wav,WEME
46,49,Sturnella neglecta,Western Meadowlark,0.2873,s2lam050_190329_2019-03-31_09-30.wav,WEME
47,50,Sturnella neglecta,Western Meadowlark,0.3175,s2lam050_190329_2019-03-31_09-30.wav,WEME
48,51,Sturnella neglecta,Western Meadowlark,0.624,s2lam050_190329_2019-03-31_09-30.wav,WEME
49,52,Sturnella neglecta,Western Meadowlark,0.2013,s2lam050_190329_2019-03-31_09-30.wav,WEME
5,8,Sturnella neglecta,Western Meadowlark,0.1588,s2lam050_190329_2019-03-31_09-30.wav,WEME
50,53,Sturnella neglecta,Western Meadowlark,0.3483,s2lam050_190329_2019-03-31_09-30.wav,WEME
51,54,Sturnella neglecta,Western Meadowlark,0.135,s2lam050_190329_2019-03-31_09-30.wav,WEME
53,56,Sturnella neglecta,Western Meadowlark,0.6596,s2lam050_190329_2019-03-31_09-30.wav,WEME
54,57,Sturnella neglecta,Western Meadowlark,0.6694,s2lam050_190329_2019-03-31_09-30.wav,WEME
55,58,Sturnella neglecta,Western Meadowlark,0.5367,s2lam050_190329_2019-03-31_09-30.wav,WEME
56,59,Sturnella neglecta,Western Meadowlark,0.1708,s2lam050_190329_2019-03-31_09-30.wav,WEME
57,60,Sturnella neglecta,Western Meadowlark,0.33,s2lam050_190329_2019-03-31_09-30.wav,WEME
8,11,Salpinctes obsoletus,Rock Wren,0.1146,s2lam050_190329_2019-03-31_09-30.wav,NA
9,12,Spizella breweri,Brewer's Sparrow,0.14,s2lam050_190329_2019-03-31_09-30.wav,NA
10,13,Thryomanes bewickii,Bewick's Wren,0.2326,s2lam050_190411_2019-04-12_17-30.wav,BEWR
11,14,Thryomanes bewickii,Bewick's Wren,0.7581,s2lam050_190411_2019-04-12_17-30.wav,BEWR
12,15,Thryomanes bewickii,Bewick's Wren,0.3702,s2lam050_190411_2019-04-12_17-30.wav,BEWR
15,18,Thryomanes bewickii,Bewick's Wren,0.4849,s2lam050_190411_2019-04-12_17-30.wav,BEWR
16,19,Thryomanes bewickii,Bewick's Wren,0.9133,s2lam050_190411_2019-04-12_17-30.wav,BEWR
17,20,Thryomanes bewickii,Bewick's Wren,0.417,s2lam050_190411_2019-04-12_17-30.wav,BEWR
26,29,Thryomanes bewickii,Bewick's Wren,0.634,s2lam050_190411_2019-04-12_17-30.wav,BEWR
51,54,Thryomanes bewickii,Bewick's Wren,0.8366,s2lam050_190411_2019-04-12_17-30.wav,BEWR
52,55,Thryomanes bewickii,Bewick's Wren,0.8891,s2lam050_190411_2019-04-12_17-30.wav,BEWR
6,9,Thryomanes bewickii,Bewick's Wren,0.151,s2lam050_190411_2019-04-12_17-30.wav,BEWR
17,20,Turdus migratorius,American Robin,0.3517,s2lam050_190411_2019-04-12_19-20.wav,AMRO
19,22,Turdus migratorius,American Robin,0.5606,s2lam050_190411_2019-04-12_19-20.wav,AMRO
20,23,Turdus migratorius,American Robin,0.2879,s2lam050_190411_2019-04-12_19-20.wav,AMRO
21,24,Turdus migratorius,American Robin,0.9054,s2lam050_190411_2019-04-12_19-20.wav,AMRO
22,25,Turdus migratorius,American Robin,0.7062,s2lam050_190411_2019-04-12_19-20.wav,AMRO
23,26,Turdus migratorius,American Robin,0.6095,s2lam050_190411_2019-04-12_19-20.wav,AMRO
24,27,Corvus brachyrhynchos,American Crow,0.1099,s2lam050_190411_2019-04-12_19-20.wav,AMCR
28,31,Turdus migratorius,American Robin,0.1693,s2lam050_190411_2019-04-12_19-20.wav,AMRO
33,36,Corvus brachyrhynchos,American Crow,0.1127,s2lam050_190411_2019-04-12_19-20.wav,AMCR
38,41,Turdus migratorius,American Robin,0.1466,s2lam050_190411_2019-04-12_19-20.wav,AMRO
49,52,Turdus migratorius,American Robin,0.1161,s2lam050_190411_2019-04-12_19-20.wav,AMRO
5,8,Corvus brachyrhynchos,American Crow,0.1056,s2lam050_190411_2019-04-12_19-20.wav,AMCR
9,12,Corvus brachyrhynchos,American Crow,0.1279,s2lam050_190411_2019-04-12_19-20.wav,AMCR
0,3,Certhia americana,Brown Creeper,0.1306,s2lam050_190411_2019-04-14_17-10.wav,BRCR
11,14,Bombycilla cedrorum,Cedar Waxwing,0.207,s2lam050_190411_2019-04-14_17-10.wav,NA
12,15,Thryomanes bewickii,Bewick's Wren,0.1033,s2lam050_190411_2019-04-14_17-10.wav,BEWR
13,16,Bombycilla cedrorum,Cedar Waxwing,0.4927,s2lam050_190411_2019-04-14_17-10.wav,NA
14,17,Bombycilla cedrorum,Cedar Waxwing,0.2205,s2lam050_190411_2019-04-14_17-10.wav,NA
15,18,Bombycilla cedrorum,Cedar Waxwing,0.5985,s2lam050_190411_2019-04-14_17-10.wav,NA
16,19,Streptopelia decaocto,Eurasian Collared-Dove,0.257,s2lam050_190411_2019-04-14_17-10.wav,EUCD
17,20,Bombycilla cedrorum,Cedar Waxwing,0.3113,s2lam050_190411_2019-04-14_17-10.wav,NA
21,24,Bombycilla cedrorum,Cedar Waxwing,0.1429,s2lam050_190411_2019-04-14_17-10.wav,NA
23,26,Bombycilla cedrorum,Cedar Waxwing,0.3421,s2lam050_190411_2019-04-14_17-10.wav,NA
24,27,Bombycilla cedrorum,Cedar Waxwing,0.3492,s2lam050_190411_2019-04-14_17-10.wav,NA
25,28,Bombycilla cedrorum,Cedar Waxwing,0.2055,s2lam050_190411_2019-04-14_17-10.wav,NA
27,30,Bombycilla cedrorum,Cedar Waxwing,0.5642,s2lam050_190411_2019-04-14_17-10.wav,NA
28,31,Bombycilla cedrorum,Cedar Waxwing,0.6572,s2lam050_190411_2019-04-14_17-10.wav,NA
29,32,Bombycilla cedrorum,Cedar Waxwing,0.427,s2lam050_190411_2019-04-14_17-10.wav,NA
4,7,Bombycilla cedrorum,Cedar Waxwing,0.2114,s2lam050_190411_2019-04-14_17-10.wav,NA
43,46,Certhia americana,Brown Creeper,0.1317,s2lam050_190411_2019-04-14_17-10.wav,BRCR
47,50,Poecile rufescens,Chestnut-backed Chickadee,0.1954,s2lam050_190411_2019-04-14_17-10.wav,CBCH
48,51,Poecile rufescens,Chestnut-backed Chickadee,0.4296,s2lam050_190411_2019-04-14_17-10.wav,CBCH
49,52,Certhia americana,Brown Creeper,0.1127,s2lam050_190411_2019-04-14_17-10.wav,BRCR
5,8,Loxia curvirostra,Red Crossbill,0.1026,s2lam050_190411_2019-04-14_17-10.wav,NA
50,53,Poecile rufescens,Chestnut-backed Chickadee,0.2461,s2lam050_190411_2019-04-14_17-10.wav,CBCH
51,54,Poecile rufescens,Chestnut-backed Chickadee,0.1781,s2lam050_190411_2019-04-14_17-10.wav,CBCH
53,56,Poecile rufescens,Chestnut-backed Chickadee,0.2709,s2lam050_190411_2019-04-14_17-10.wav,CBCH
54,57,Poecile rufescens,Chestnut-backed Chickadee,0.1113,s2lam050_190411_2019-04-14_17-10.wav,CBCH
8,11,Certhia americana,Brown Creeper,0.1098,s2lam050_190411_2019-04-14_17-10.wav,BRCR
9,12,Certhia americana,Brown Creeper,0.7186,s2lam050_190411_2019-04-14_17-10.wav,BRCR
29,32,Geothlypis tolmiei,MacGillivray's Warbler,0.1027,s2lam050_190427_2019-04-28_06-10.wav,NA
56,59,Cyanocitta stelleri,Steller's Jay,0.592,s2lam050_190427_2019-04-29_14-10.wav,STJA
57,60,Cyanocitta stelleri,Steller's Jay,0.4632,s2lam050_190427_2019-04-29_14-10.wav,STJA
14,17,Zonotrichia atricapilla,Golden-crowned Sparrow,0.1156,s2lam051_190329_2019-04-01_09-50.wav,NA
15,18,Zonotrichia atricapilla,Golden-crowned Sparrow,0.1853,s2lam051_190329_2019-04-01_09-50.wav,NA
19,22,Poecile rufescens,Chestnut-backed Chickadee,0.1184,s2lam051_190329_2019-04-01_09-50.wav,CBCH
22,25,Poecile rufescens,Chestnut-backed Chickadee,0.137,s2lam051_190329_2019-04-01_09-50.wav,CBCH
27,30,Troglodytes aedon,House Wren,0.1028,s2lam051_190329_2019-04-01_09-50.wav,HOWR
31,34,Melospiza melodia,Song Sparrow,0.1224,s2lam051_190329_2019-04-01_09-50.wav,SOSP
43,46,Melospiza melodia,Song Sparrow,0.1027,s2lam051_190329_2019-04-01_09-50.wav,SOSP
44,47,Melospiza melodia,Song Sparrow,0.1051,s2lam051_190329_2019-04-01_09-50.wav,SOSP
45,48,Melospiza melodia,Song Sparrow,0.2712,s2lam051_190329_2019-04-01_09-50.wav,SOSP
12,15,Callipepla californica,California Quail,0.1206,s2lam051_190329_2019-04-02_08-00.wav,CAQU
18,21,Agelaius phoeniceus,Red-winged Blackbird,0.1462,s2lam051_190329_2019-04-02_08-00.wav,RWBL
23,26,Meleagris gallopavo,Wild Turkey,0.9072,s2lam051_190329_2019-04-02_08-00.wav,WITU
24,27,Meleagris gallopavo,Wild Turkey,0.9989,s2lam051_190329_2019-04-02_08-00.wav,WITU
25,28,Meleagris gallopavo,Wild Turkey,0.9991,s2lam051_190329_2019-04-02_08-00.wav,WITU
26,29,Meleagris gallopavo,Wild Turkey,0.9969,s2lam051_190329_2019-04-02_08-00.wav,WITU
32,35,Meleagris gallopavo,Wild Turkey,0.9991,s2lam051_190329_2019-04-02_08-00.wav,WITU
33,36,Meleagris gallopavo,Wild Turkey,0.9997,s2lam051_190329_2019-04-02_08-00.wav,WITU
34,37,Meleagris gallopavo,Wild Turkey,0.9999,s2lam051_190329_2019-04-02_08-00.wav,WITU
35,38,Meleagris gallopavo,Wild Turkey,0.8973,s2lam051_190329_2019-04-02_08-00.wav,WITU
39,42,Agelaius phoeniceus,Red-winged Blackbird,0.2482,s2lam051_190329_2019-04-02_08-00.wav,RWBL
54,57,Agelaius phoeniceus,Red-winged Blackbird,0.1094,s2lam051_190329_2019-04-02_08-00.wav,RWBL
7,10,Agelaius phoeniceus,Red-winged Blackbird,0.184,s2lam051_190329_2019-04-02_08-00.wav,RWBL
8,11,Euphagus cyanocephalus,Brewer's Blackbird,0.1376,s2lam051_190329_2019-04-02_08-00.wav,NA
9,12,Agelaius phoeniceus,Red-winged Blackbird,0.2848,s2lam051_190329_2019-04-02_08-00.wav,RWBL
0,3,Sayornis nigricans,Black Phoebe,0.2305,s2lam051_190329_2019-04-02_09-10.wav,NA
1,4,Sayornis nigricans,Black Phoebe,0.9135,s2lam051_190329_2019-04-02_09-10.wav,NA
12,15,Junco hyemalis,Dark-eyed Junco,0.1029,s2lam051_190329_2019-04-02_09-10.wav,DEJU
14,17,Junco hyemalis,Dark-eyed Junco,0.1296,s2lam051_190329_2019-04-02_09-10.wav,DEJU
18,21,Stelgidopteryx serripennis,Northern Rough-winged Swallow,0.2732,s2lam051_190329_2019-04-02_09-10.wav,NA
2,5,Sayornis nigricans,Black Phoebe,0.5086,s2lam051_190329_2019-04-02_09-10.wav,NA
23,26,Junco hyemalis,Dark-eyed Junco,0.1,s2lam051_190329_2019-04-02_09-10.wav,DEJU
25,28,Haemorhous mexicanus,House Finch,0.1569,s2lam051_190329_2019-04-02_09-10.wav,HOFI
26,29,Haemorhous mexicanus,House Finch,0.2575,s2lam051_190329_2019-04-02_09-10.wav,HOFI
27,30,Haemorhous mexicanus,House Finch,0.5272,s2lam051_190329_2019-04-02_09-10.wav,HOFI
29,32,Haemorhous mexicanus,House Finch,0.1797,s2lam051_190329_2019-04-02_09-10.wav,HOFI
3,6,Sayornis nigricans,Black Phoebe,0.2077,s2lam051_190329_2019-04-02_09-10.wav,NA
38,41,Haemorhous mexicanus,House Finch,0.2466,s2lam051_190329_2019-04-02_09-10.wav,HOFI
4,7,Haemorhous mexicanus,House Finch,0.1001,s2lam051_190329_2019-04-02_09-10.wav,HOFI
41,44,Junco hyemalis,Dark-eyed Junco,0.331,s2lam051_190329_2019-04-02_09-10.wav,DEJU
42,45,Haemorhous mexicanus,House Finch,0.1676,s2lam051_190329_2019-04-02_09-10.wav,HOFI
45,48,Sayornis nigricans,Black Phoebe,0.1795,s2lam051_190329_2019-04-02_09-10.wav,NA
53,56,Sayornis nigricans,Black Phoebe,0.1194,s2lam051_190329_2019-04-02_09-10.wav,NA
57,60,Psaltriparus minimus,Bushtit,0.1388,s2lam051_190329_2019-04-02_09-10.wav,BUSH
6,9,Eremophila alpestris,Horned Lark,0.1109,s2lam051_190329_2019-04-02_09-10.wav,NA
12,15,Sturnella neglecta,Western Meadowlark,0.2485,s2lam051_190405_2019-04-06_08-40.wav,WEME
31,34,Sturnella neglecta,Western Meadowlark,0.26,s2lam051_190405_2019-04-06_08-40.wav,WEME
32,35,Sturnella neglecta,Western Meadowlark,0.218,s2lam051_190405_2019-04-06_08-40.wav,WEME
34,37,Sturnella neglecta,Western Meadowlark,0.1731,s2lam051_190405_2019-04-06_08-40.wav,WEME
36,39,Sialia currucoides,Mountain Bluebird,0.1177,s2lam051_190405_2019-04-06_08-40.wav,NA
41,44,Sturnella neglecta,Western Meadowlark,0.1932,s2lam051_190405_2019-04-06_08-40.wav,WEME
42,45,Sturnella neglecta,Western Meadowlark,0.1314,s2lam051_190405_2019-04-06_08-40.wav,WEME
7,10,Passer domesticus,House Sparrow,0.1019,s2lam051_190405_2019-04-06_08-40.wav,NA
8,11,Haemorhous mexicanus,House Finch,0.1016,s2lam051_190405_2019-04-06_08-40.wav,HOFI
9,12,Passer domesticus,House Sparrow,0.1357,s2lam051_190405_2019-04-06_08-40.wav,NA
10,13,Sayornis nigricans,Black Phoebe,0.7412,s2lam051_190405_2019-04-06_13-20.wav,NA
11,14,Sayornis nigricans,Black Phoebe,0.8204,s2lam051_190405_2019-04-06_13-20.wav,NA
12,15,Sayornis nigricans,Black Phoebe,0.9372,s2lam051_190405_2019-04-06_13-20.wav,NA
13,16,Sayornis nigricans,Black Phoebe,0.5286,s2lam051_190405_2019-04-06_13-20.wav,NA
15,18,Sayornis nigricans,Black Phoebe,0.1407,s2lam051_190405_2019-04-06_13-20.wav,NA
16,19,Sayornis nigricans,Black Phoebe,0.1888,s2lam051_190405_2019-04-06_13-20.wav,NA
17,20,Sturnella neglecta,Western Meadowlark,0.251,s2lam051_190405_2019-04-06_13-20.wav,WEME
18,21,Sayornis nigricans,Black Phoebe,0.1035,s2lam051_190405_2019-04-06_13-20.wav,NA
19,22,Sayornis nigricans,Black Phoebe,0.6906,s2lam051_190405_2019-04-06_13-20.wav,NA
20,23,Sayornis nigricans,Black Phoebe,0.3729,s2lam051_190405_2019-04-06_13-20.wav,NA
21,24,Sayornis nigricans,Black Phoebe,0.5022,s2lam051_190405_2019-04-06_13-20.wav,NA
27,30,Sayornis nigricans,Black Phoebe,0.2488,s2lam051_190405_2019-04-06_13-20.wav,NA
28,31,Sayornis nigricans,Black Phoebe,0.287,s2lam051_190405_2019-04-06_13-20.wav,NA
29,32,Eremophila alpestris,Horned Lark,0.1087,s2lam051_190405_2019-04-06_13-20.wav,NA
3,6,Spinus lawrencei,Lawrence's Goldfinch,0.1156,s2lam051_190405_2019-04-06_13-20.wav,NA
31,34,Sayornis nigricans,Black Phoebe,0.3306,s2lam051_190405_2019-04-06_13-20.wav,NA
32,35,Sayornis nigricans,Black Phoebe,0.8022,s2lam051_190405_2019-04-06_13-20.wav,NA
36,39,Sayornis nigricans,Black Phoebe,0.2348,s2lam051_190405_2019-04-06_13-20.wav,NA
37,40,Sayornis nigricans,Black Phoebe,0.3757,s2lam051_190405_2019-04-06_13-20.wav,NA
39,42,Sayornis nigricans,Black Phoebe,0.1504,s2lam051_190405_2019-04-06_13-20.wav,NA
4,7,Sayornis nigricans,Black Phoebe,0.6331,s2lam051_190405_2019-04-06_13-20.wav,NA
45,48,Eremophila alpestris,Horned Lark,0.1051,s2lam051_190405_2019-04-06_13-20.wav,NA
5,8,Sayornis nigricans,Black Phoebe,0.2296,s2lam051_190405_2019-04-06_13-20.wav,NA
52,55,Sayornis nigricans,Black Phoebe,0.2221,s2lam051_190405_2019-04-06_13-20.wav,NA
53,56,Sayornis nigricans,Black Phoebe,0.8834,s2lam051_190405_2019-04-06_13-20.wav,NA
54,57,Sayornis nigricans,Black Phoebe,0.6559,s2lam051_190405_2019-04-06_13-20.wav,NA
55,58,Sayornis nigricans,Black Phoebe,0.1608,s2lam051_190405_2019-04-06_13-20.wav,NA
56,59,Sayornis nigricans,Black Phoebe,0.4345,s2lam051_190405_2019-04-06_13-20.wav,NA
57,60,Sitta pygmaea,Pygmy Nuthatch,0.2716,s2lam051_190405_2019-04-06_13-20.wav,NA
6,9,Sayornis nigricans,Black Phoebe,0.6986,s2lam051_190405_2019-04-06_13-20.wav,NA
8,11,Sayornis nigricans,Black Phoebe,0.6154,s2lam051_190405_2019-04-06_13-20.wav,NA
18,21,Chondestes grammacus,Lark Sparrow,0.1947,s2lam051_190405_2019-04-07_12-00.wav,NA
19,22,Troglodytes aedon,House Wren,0.1026,s2lam051_190405_2019-04-07_12-00.wav,HOWR
2,5,Sayornis saya,Say's Phoebe,0.1231,s2lam051_190405_2019-04-07_12-00.wav,NA
31,34,Molothrus ater,Brown-headed Cowbird,0.1258,s2lam051_190405_2019-04-07_12-00.wav,NA
32,35,Molothrus ater,Brown-headed Cowbird,0.2594,s2lam051_190405_2019-04-07_12-00.wav,NA
42,45,Tachycineta bicolor,Tree Swallow,0.2251,s2lam051_190405_2019-04-07_12-00.wav,NA
43,46,Tachycineta bicolor,Tree Swallow,0.1932,s2lam051_190405_2019-04-07_12-00.wav,NA
44,47,Tachycineta bicolor,Tree Swallow,0.1598,s2lam051_190405_2019-04-07_12-00.wav,NA
48,51,Cistothorus palustris,Marsh Wren,0.1347,s2lam051_190405_2019-04-07_12-00.wav,MAWR
5,8,Chondestes grammacus,Lark Sparrow,0.1216,s2lam051_190405_2019-04-07_12-00.wav,NA
50,53,Cistothorus palustris,Marsh Wren,0.1031,s2lam051_190405_2019-04-07_12-00.wav,MAWR
53,56,Lanius borealis,Northern Shrike,0.1776,s2lam051_190405_2019-04-07_12-00.wav,NA
57,60,Cistothorus palustris,Marsh Wren,0.1106,s2lam051_190405_2019-04-07_12-00.wav,MAWR
6,9,Chondestes grammacus,Lark Sparrow,0.2993,s2lam051_190405_2019-04-07_12-00.wav,NA
24,27,Sialia mexicana,Western Bluebird,0.3514,s2lam051_190405_2019-04-09_06-10.wav,NA
25,28,Sialia mexicana,Western Bluebird,0.1617,s2lam051_190405_2019-04-09_06-10.wav,NA
27,30,Sialia mexicana,Western Bluebird,0.8901,s2lam051_190405_2019-04-09_06-10.wav,NA
28,31,Sialia mexicana,Western Bluebird,0.7664,s2lam051_190405_2019-04-09_06-10.wav,NA
29,32,Sialia mexicana,Western Bluebird,0.7934,s2lam051_190405_2019-04-09_06-10.wav,NA
34,37,Pandion haliaetus,Osprey,0.1132,s2lam051_190405_2019-04-09_06-10.wav,NA
35,38,Sialia mexicana,Western Bluebird,0.1186,s2lam051_190405_2019-04-09_06-10.wav,NA
40,43,Lanius borealis,Northern Shrike,0.1407,s2lam051_190405_2019-04-09_06-10.wav,NA
44,47,Sialia mexicana,Western Bluebird,0.1132,s2lam051_190405_2019-04-09_06-10.wav,NA
45,48,Sialia mexicana,Western Bluebird,0.5254,s2lam051_190405_2019-04-09_06-10.wav,NA
50,53,Sialia mexicana,Western Bluebird,0.3646,s2lam051_190405_2019-04-09_06-10.wav,NA
51,54,Sialia mexicana,Western Bluebird,0.6133,s2lam051_190405_2019-04-09_06-10.wav,NA
52,55,Sialia mexicana,Western Bluebird,0.7539,s2lam051_190405_2019-04-09_06-10.wav,NA
53,56,Sialia mexicana,Western Bluebird,0.1777,s2lam051_190405_2019-04-09_06-10.wav,NA
54,57,Sialia mexicana,Western Bluebird,0.945,s2lam051_190405_2019-04-09_06-10.wav,NA
55,58,Sialia mexicana,Western Bluebird,0.875,s2lam051_190405_2019-04-09_06-10.wav,NA
56,59,Turdus migratorius,American Robin,0.1188,s2lam051_190405_2019-04-09_06-10.wav,AMRO
57,60,Sialia mexicana,Western Bluebird,0.1925,s2lam051_190405_2019-04-09_06-10.wav,NA
11,14,Larus argentatus,Herring Gull,0.2119,s2lam051_190511_2019-05-13_18-40.wav,NA
19,22,Haemorhous mexicanus,House Finch,0.3615,s2lam051_190511_2019-05-13_18-40.wav,HOFI
20,23,Haemorhous mexicanus,House Finch,0.2676,s2lam051_190511_2019-05-13_18-40.wav,HOFI
21,24,Haemorhous mexicanus,House Finch,0.3555,s2lam051_190511_2019-05-13_18-40.wav,HOFI
30,33,Branta canadensis,Canada Goose,0.1094,s2lam051_190511_2019-05-13_18-40.wav,NA
31,34,Pluvialis squatarola,Black-bellied Plover,0.1069,s2lam051_190511_2019-05-13_18-40.wav,NA
32,35,Sayornis saya,Say's Phoebe,0.1027,s2lam051_190511_2019-05-13_18-40.wav,NA
39,42,Branta canadensis,Canada Goose,0.1769,s2lam051_190511_2019-05-13_18-40.wav,NA
6,9,Branta canadensis,Canada Goose,0.1418,s2lam051_190511_2019-05-13_18-40.wav,NA
28,31,Haemorhous mexicanus,House Finch,0.3592,s2lam051_190511_2019-05-15_07-50.wav,HOFI
29,32,Haemorhous mexicanus,House Finch,0.2593,s2lam051_190511_2019-05-15_07-50.wav,HOFI
30,33,Haemorhous mexicanus,House Finch,0.1159,s2lam051_190511_2019-05-15_07-50.wav,HOFI
38,41,Haemorhous mexicanus,House Finch,0.1731,s2lam051_190511_2019-05-15_07-50.wav,HOFI
39,42,Certhia americana,Brown Creeper,0.1687,s2lam051_190511_2019-05-15_08-10.wav,BRCR
57,60,Haemorhous mexicanus,House Finch,0.3309,s2lam051_190511_2019-05-15_08-10.wav,HOFI
17,20,Contopus sordidulus,Western Wood-Pewee,0.1381,s2lam051_190621_2019-06-22_07-10.wav,NA
18,21,Contopus sordidulus,Western Wood-Pewee,0.3068,s2lam051_190621_2019-06-22_07-10.wav,NA
38,41,Chordeiles minor,Common Nighthawk,0.2147,s2lam051_190621_2019-06-22_07-10.wav,NA
39,42,Spinus psaltria,Lesser Goldfinch,0.3585,s2lam051_190621_2019-06-22_07-10.wav,NA
6,9,Troglodytes aedon,House Wren,0.2536,s2lam051_190621_2019-06-22_07-10.wav,HOWR
7,10,Troglodytes aedon,House Wren,0.2592,s2lam051_190621_2019-06-22_07-10.wav,HOWR
8,11,Thryomanes bewickii,Bewick's Wren,0.2128,s2lam051_190621_2019-06-22_07-10.wav,BEWR
14,17,Vireo huttoni,Hutton's Vireo,0.2037,s2lam052_190521_2019-05-22_06-30.wav,HUVI
15,18,Coccothraustes vespertinus,Evening Grosbeak,0.1488,s2lam052_190521_2019-05-22_06-30.wav,NA
16,19,Coccothraustes vespertinus,Evening Grosbeak,0.1413,s2lam052_190521_2019-05-22_06-30.wav,NA
20,23,Vireo huttoni,Hutton's Vireo,0.1158,s2lam052_190521_2019-05-22_06-30.wav,HUVI
21,24,Coccothraustes vespertinus,Evening Grosbeak,0.2078,s2lam052_190521_2019-05-22_06-30.wav,NA
25,28,Vireo cassinii,Cassin's Vireo,0.2007,s2lam052_190521_2019-05-22_06-30.wav,CAVI
6,9,Corvus brachyrhynchos,American Crow,0.1155,s2lam052_190521_2019-05-22_06-30.wav,AMCR
8,11,Vireo huttoni,Hutton's Vireo,0.3726,s2lam052_190521_2019-05-22_06-30.wav,HUVI
9,12,Vireo huttoni,Hutton's Vireo,0.1622,s2lam052_190521_2019-05-22_06-30.wav,HUVI
1,4,Thryomanes bewickii,Bewick's Wren,0.2903,s2lam052_190521_2019-05-23_07-50.wav,BEWR
10,13,Thryomanes bewickii,Bewick's Wren,0.7997,s2lam052_190521_2019-05-23_07-50.wav,BEWR
11,14,Thryomanes bewickii,Bewick's Wren,0.1608,s2lam052_190521_2019-05-23_07-50.wav,BEWR
12,15,Troglodytes aedon,House Wren,0.1398,s2lam052_190521_2019-05-23_07-50.wav,HOWR
15,18,Thryomanes bewickii,Bewick's Wren,0.1255,s2lam052_190521_2019-05-23_07-50.wav,BEWR
16,19,Thryomanes bewickii,Bewick's Wren,0.4766,s2lam052_190521_2019-05-23_07-50.wav,BEWR
17,20,Thryomanes bewickii,Bewick's Wren,0.5835,s2lam052_190521_2019-05-23_07-50.wav,BEWR
18,21,Thryomanes bewickii,Bewick's Wren,0.2748,s2lam052_190521_2019-05-23_07-50.wav,BEWR
2,5,Thryomanes bewickii,Bewick's Wren,0.6811,s2lam052_190521_2019-05-23_07-50.wav,BEWR
